line,col,source,char,lib,file,function,optimization,opt,arch,clangversion,type,id,leaks_secret,fixed_upstream
453,15," z = ((p + 2) & -LT(p, 26))",&,bearssl,src/codec/pemdec.c,br_pem_decoder_run,Oz-fglobal-isel|O2--inline-instr-cost=100|O2--inline-threshold=-1|Ofast-fglobal-isel|O2--inlinedefault-threshold=-1|O3--global-isel|O2--inline-instr-cost=50|O3-finline-hint-functions|O1--global-isel|O3--unroll-force-peel-count=50|Os--inline-memaccess-cost=100|O2--x86-cmov-converter-force-all|O2--global-isel|Os--inline-threshold=0|Ofast--x86-cmov-converter-force-all|Os--inline-threshold=-1|O2--unroll-force-peel-count=100|O2-finline-hint-functions|Ofast-finline-hint-functions|O2-fglobal-isel|Oz--global-isel|O2--unroll-force-peel-count=50|Oz|Os-finline-hint-functions|O3-fglobal-isel|Os--inline-instr-cost=50|Os--x86-cmov-converter-force-all|Ofast--unroll-force-peel-count=50|Os--unroll-force-peel-count=50|Os--global-isel|Ofast--unroll-force-peel-count=100|O3--unroll-force-peel-count=100|Ofast--global-isel|O2--inlinedefault-threshold=0|O3--x86-cmov-converter-force-all|O2--inline-threshold=0|Os--inline-memaccess-cost=50|Os-fglobal-isel|O1-fglobal-isel|Os--inline-instr-cost=100|Oz--slp-threshold=-1,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,2,NO,not_fixed
522,28, z = (unsigned __int128)t0 + (19 & -(t3 >> 63));,+,bearssl,src/ec/ec_c25519_m64.c,api_mul,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,325,YES,not_fixed
522,34, z = (unsigned __int128)t0 + (19 & -(t3 >> 63));,&,bearssl,src/ec/ec_c25519_m64.c,api_mul,Oz-fglobal-isel|Ofast--select-opti-loop-relative-gain-threshold=100|Ofast-fglobal-isel|O3--select-opti-loop-relative-gain-threshold=100|O3--select-opti-loop-relative-gain-threshold=50|O3--global-isel|O1--global-isel|O2--global-isel|Ofast--select-opti-loop-relative-gain-threshold=50|Ofast--inline-instr-cost=50|O2-fglobal-isel|Oz--global-isel|O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3-fglobal-isel|O3--inline-instr-cost=50|Os--global-isel|Ofast--inline-instr-cost=100|Ofast--global-isel|Os-fglobal-isel|O1-fglobal-isel|O3--inline-instr-cost=100,flag1,AArch64|RISCV,clang18|clang20,cjump,7,YES,not_fixed
125,28, z = (unsigned __int128)t1 + (z >> 64);,+,bearssl,src/ec/ec_c25519_m64.c,api_mul,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics,flag1,AArch64,clang20,cjump,538,YES,not_fixed
274,13, z = acc[0] + (acc[1] << 13) + br_dec16le(pkey + 16);,+,bearssl,src/symcipher/poly1305_ctmul32.c,br_poly1305_ctmul32_run,O3--x86-cmov-converter-force-all|Ofast|Os--unroll-optsize-threshold=100|Os--unroll-force-peel-count=100|O3|Os--unroll-force-peel-count=50|Oz--unroll-optsize-threshold=100|O2--x86-cmov-converter-force-all|Os--unroll-threshold=100|Ofast--x86-cmov-converter-force-all|O2|Oz--unroll-threshold=100,levels|flag1,X8664|RISCV,clang20,cjump,558,YES,not_fixed
2558,39,                          needed += n + 1;,+,libgcrypt,sexp.c,_gcry_sexp_vextract_param,O1--x86-cmov-converter-force-all|O1,levels|flag1,X8664|RISCV,clang14|clang18,cjump,108,NO,not_fixed
101,24,                       & mpih_limb_is_zero (cy1));,&,libgcrypt,mpih-pow.c,_gcry_mpih_powm_lli|mont_reduc|mont_mul,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all,flag1,X8664,clang18,cjump,103,YES,libgcrypt@96534d8c26c6
734,31,                  base_u_size |= ( precomp_size[k] & (0UL - (k == e0)) );,|,libgcrypt,mpi-pow.c,_gcry_mpi_powm,Os|O2|Oz|O1,levels,RISCV,clang14,cjump,383,YES,not_fixed
734,52,                  base_u_size |= ( precomp_size[k] & (0UL - (k == e0)) );,&,libgcrypt,mpi-pow.c,_gcry_mpi_powm,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|Ofast--unroll-force-peel-count=50|O3--unroll-force-peel-count=50|Os--unroll-force-peel-count=50|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2--unroll-force-peel-count=50,flag1,X8664|RISCV,clang14|clang18|clang20,cjump,100,YES,not_fixed
741,27,              base_u_size ^= ((base_u_size ^ rsize)  & (0UL - (j != 0)));,^,libgcrypt,mpi-pow.c,_gcry_mpi_powm,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,101,YES,not_fixed
908,51,              rcon = ((rcon << 1) ^ (-(rcon >> 7) & 0x1b)) & 0xff;,&,libgcrypt,rijndael.c,do_setkey,O3--disable-loop-level-heuristics|O2--fast-isel|Oz--fast-isel|O1--fast-isel|Ofast--disable-loop-level-heuristics|O3--fast-isel|Ofast--fast-isel|Os--fast-isel,flag1,X8664|AArch64,clang14|clang18|clang20,cjump,104,YES,libgcrypt@f6b7a40f23c6
908,60,              rcon = ((rcon << 1) ^ (-(rcon >> 7) & 0x1b)) & 0xff;,&,libgcrypt,rijndael.c,do_setkey,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,386,NO,not_fixed
647,64,            reference_area_size = t->slice * a->segment_length +,+,libgcrypt,kdf.c,index_alpha|argon2_compute_segment,O2--instcombine-max-iterations=0|O1--instcombine-max-iterations=0|Os--instcombine-max-iterations=0|O0|O3--instcombine-max-iterations=0|Ofast--instcombine-max-iterations=0,levels|flag1,RISCV,clang14,cjump,380,NO,not_fixed
708,23,          argc--; argv++;,+,libgcrypt,dumpsexp.c,main,Oz--x86-cmov-converter-force-all,flag1,X8664,clang18|clang20,cjump,70,NO,not_fixed
803,23,          argc--; argv++;,+,libgcrypt,keygen.c,main,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664,clang18|clang20,cjump,71,NO,not_fixed
436,48,          tweak_next_lo = (tweak_next_lo << 1) ^ carry;,^,libgcrypt,twofish.c|aria.c|sm4.c|serpent.c|camellia-glue.c,_gcry_twofish_xts_crypt|_gcry_sm4_xts_crypt|_gcry_camellia_xts_crypt|_gcry_aria_xts_crypt|_gcry_serpent_xts_crypt,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,390,YES,libgcrypt@ee5cb3833d5b
574,14,        t[k] += ((int16_t)t[k] >> 15) & KYBER_Q;,+,libgcrypt,./kyber-kdep.c,indcpa_enc_4,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,371,YES,libgcrypt@052b03fb0c6e
574,39,        t[k] += ((int16_t)t[k] >> 15) & KYBER_Q;,&,libgcrypt,./kyber-kdep.c,indcpa_enc_4,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|Ofast--select-opti-loop-cycle-gain-threshold=0|O3--select-opti-loop-cycle-gain-threshold=0,flag1,AArch64,clang18,cjump,64,YES,libgcrypt@052b03fb0c6e
605,14,        t[k] += ((int16_t)t[k] >> 15) & KYBER_Q;,+,libgcrypt,./kyber-kdep.c,indcpa_enc_2|indcpa_enc_3,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,371,YES,libgcrypt@052b03fb0c6e
605,39,        t[k] += ((int16_t)t[k] >> 15) & KYBER_Q;,&,libgcrypt,./kyber-kdep.c,indcpa_enc_2|indcpa_enc_3,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|Ofast--select-opti-loop-cycle-gain-threshold=0|O3--select-opti-loop-cycle-gain-threshold=0,flag1,AArch64,clang18,cjump,64,YES,libgcrypt@052b03fb0c6e
509,42,       / sizeof (PROPERLY_ALIGNED_TYPE)) * sizeof (PROPERLY_ALIGNED_TYPE);,*,libgcrypt,md.c,md_open,Ofast|O1--aarch64-stress-promote-const|Oz--aarch64-stress-promote-const|O1|Os--aarch64-stress-promote-const|Os|O3|Ofast--aarch64-stress-promote-const|O3--aarch64-stress-promote-const|O2--aarch64-stress-promote-const|O2|Oz,levels|flag1,AArch64|RISCV,clang14|clang18|clang20,cjump|mmem,96,NO,not_fixed
106,10,       i += 2 * p;,+,libgcrypt,sntrup761.c,Short_random,Ofast|O3,levels,X8664,clang18,cjump,109,NO,not_fixed
448,13,      a->d[i++] = alimb;,+,libgcrypt,mpicoder.c,_gcry_mpi_set_buffer,Ofast|O3|O2,levels,X8664|AArch64,clang14|clang18|clang20,cjump,102,YES,not_fixed
1677,38,      carry = -(tweak_next_hi >> 63) & 0x87;,&,libgcrypt,rijndael.c,_gcry_aes_xts_crypt,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics,flag1,AArch64,clang18,cjump,105,YES,libgcrypt@f6b7a40f23c6
1888,9,      d &= m;,&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair|layer,O3--unroll-partial-threshold=100|O2--partial-unrolling-threshold=100|O2--x86-cmov-converter-force-all|O2--sroa-skip-mem2reg|Os--fast-isel|O2--fast-isel|Os--unroll-partial-threshold=100|O1--fast-isel|O3--select-opti-loop-cycle-gain-threshold=0|O3--fast-isel|Oz--x86-cmov-converter-force-all|O2--enable-module-inliner|O3--disable-loop-level-heuristics|O1--x86-cmov-converter-force-all|Ofast--sroa-skip-mem2reg|Os--sroa-skip-mem2reg|Os--x86-cmov-converter-force-all|Oz--sroa-skip-mem2reg|O3--enable-module-inliner|O3--x86-cmov-converter-force-all|O2--unroll-partial-threshold=100|Oz--fast-isel|O3--sroa-skip-mem2reg|O3--partial-unrolling-threshold=100|O1--enable-module-inliner,flag1,X8664|AArch64,clang18|clang20,cjump,77,YES,libgcrypt@4012e9a037c5
456,41,"      memcpy (last + BYTES_PER_MPI_LIMB - n, p - n + 1, n);",-,libgcrypt,mpicoder.c,_gcry_mpi_set_buffer,Ofast|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,384,NO,not_fixed
746,17,"      not_found &= ct_not_equal_byte (db[n], 0x01);",&,libgcrypt,rsa-common.c,_gcry_rsa_oaep_decode,O1--disable-select-optimize=false|Ofast--disable-select-optimize=false|O2--disable-select-optimize=false|O3--disable-select-optimize=false,flag1,MIPS64,clang18|clang20,cjump,107,YES,not_fixed
1889,16,      p[ i+j ] ^= d;,^,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair|layer,O3--disable-loop-level-heuristics|O1--scalar-evolution-max-arith-depth=0|Ofast|O1--x86-cmov-converter-force-all|O1--lsr-preferred-addressing-mode=postindexed|O3--select-opti-loop-cycle-gain-threshold=0|O1--fast-isel|Os|Ofast--disable-loop-level-heuristics|O3|O1--lsr-complexity-limit=100|Ofast--select-opti-loop-cycle-gain-threshold=0|O1--lsr-complexity-limit=50|O2|Oz,levels|flag1,X8664|AArch64,clang18,cjump,78,YES,libgcrypt@4012e9a037c5
209,12,      s[i] += op;,+,libgcrypt,gostr3411-94.c,transform,O3|O2--disable-select-optimize=false,levels|flag1,AArch64,clang20,cjump,560,NO,not_fixed
523,45,      swap = int16_t_negative_mask (-delta) & int16_t_nonzero_mask (g[0]);,&,libgcrypt,sntrup761.c,_gcry_sntrup761_keypair,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,112,YES,libgcrypt@bf7546c5028b
631,45,      swap = int16_t_negative_mask (-delta) & int16_t_nonzero_mask (g[0]);,&,libgcrypt,sntrup761.c,_gcry_sntrup761_keypair,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,112,YES,libgcrypt@bf7546c5028b
1679,44,      tweak_next_lo = (tweak_next_lo << 1) ^ carry;,^,libgcrypt,rijndael.c,_gcry_aes_xts_crypt,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,387,YES,libgcrypt@ee5cb3833d5b
208,22,      u32 op = carry + a[i];,+,libgcrypt,gostr3411-94.c,transform,O3|O2--disable-select-optimize=false,levels|flag1,AArch64,clang20,cjump,559,NO,not_fixed
1039,35,    differentbits |= (*c++) ^ (*c2++);,+,libgcrypt,sntrup761.c,_gcry_sntrup761_dec,Ofast|O3|O2,levels,X8664|AArch64,clang18|clang20,cjump,114,YES,libgcrypt@bf7546c5028b;libgcrypt@4e963e91dbe5
3429,38,    mat[ k ][ c ] ^= mat[ row ][ c ] & mask;,&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair,Ofast|O1|Os|O3|O2|Oz|O3--unswitch-threshold=0,levels|flag1,X8664|MIPS64|MIPS32EL|ARM|AArch64,clang18|clang20,cjump,94,YES,libgcrypt@4012e9a037c5
3439,38,    mat[ k ][ c ] ^= mat[ row ][ c ] & mask;,&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair,Ofast|O1|Os|O3|O2|Oz|O3--unswitch-threshold=0,levels|flag1,X8664|MIPS64|MIPS32EL|ARM|AArch64|RISCV,clang18|clang20,cjump,95,YES,libgcrypt@4012e9a037c5
3414,38,    mat[ row ][ c ] ^= mat[ k ][ c ] & mask;,&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair,Ofast|O1|Os|O3|O2|Oz|O3--unswitch-threshold=0,levels|flag1,X8664|MIPS64|MIPS32EL|ARM|AArch64|RISCV,clang18|clang20,cjump,93,YES,libgcrypt@4012e9a037c5
1060,14,    r_enc[i] ^= mask & (r_enc[i] ^ rho[i]);,^,libgcrypt,sntrup761.c,_gcry_sntrup761_dec,Ofast|Oz--disable-peephole|Os--disable-peephole|O1|O1--lsr-preferred-addressing-mode=postindexed|O2--disable-peephole|Os|O3|Os--lsr-preferred-addressing-mode=postindexed|O2--lsr-preferred-addressing-mode=postindexed|Oz--lsr-preferred-addressing-mode=postindexed|O2|Oz|O1--disable-peephole,levels|flag1,X8664|MIPS64|MIPS32EL|ARM|AArch64|RISCV,clang18|clang20,mmem|cjump,115,YES,libgcrypt@4e963e91dbe5
485,8,    t0 += ((int16_t)t0 >> 15) & KYBER_Q;,+,libgcrypt,./kyber-kdep.c|./kyber-common.c,polyvec_tobytes_3|polyvec_tobytes_2|crypto_kem_keypair_derand_2|polyvec_tobytes_4|crypto_kem_keypair_derand_4|crypto_kem_keypair_derand_3|poly_tobytes,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,373,YES,libgcrypt@052b03fb0c6e
487,8,    t1 += ((int16_t)t1 >> 15) & KYBER_Q;,+,libgcrypt,./kyber-kdep.c|./kyber-common.c,polyvec_tobytes_3|polyvec_tobytes_2|crypto_kem_keypair_derand_2|polyvec_tobytes_4|crypto_kem_keypair_derand_4|crypto_kem_keypair_derand_3|poly_tobytes,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,374,YES,libgcrypt@052b03fb0c6e
116,9,    x = *s1_ptr++;,*,libgcrypt,mpi-pow.c,_gcry_mpi_powm,O2--scalar-evolution-max-arith-depth=0|O1--scalar-evolution-max-arith-depth=0|Ofast--scalar-evolution-max-arith-depth=0|O3--scalar-evolution-max-arith-depth=0,flag1,RISCV,clang18,cjump,97,NO,not_fixed
116,16,    x = *s1_ptr++;,+,libgcrypt,mpi-pow.c,_gcry_mpi_powm,O2--scalar-evolution-max-arith-depth=0|O1--scalar-evolution-max-arith-depth=0|Ofast--scalar-evolution-max-arith-depth=0|O3--scalar-evolution-max-arith-depth=0,flag1,RISCV,clang18,cjump,98,NO,not_fixed
3288,6,"   d &= same_mask(k, ctz_list[j]);",&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all,flag1,X8664,clang20,cjump,563,YES,libgcrypt@4012e9a037c5
2228,13,   e_int[i] |= val[j] & mask;,|,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_enc,Os|O2|Oz|O1,levels,RISCV,clang14,cjump,381,YES,libgcrypt@4012e9a037c5
2228,23,   e_int[i] |= val[j] & mask;,&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_enc|gen_e,Oz|Ofast|O1|Os|O3|Ofast--unroll-force-peel-count=50|O3--unroll-force-peel-count=50|Os--unroll-force-peel-count=50|O2|O2--unroll-force-peel-count=50,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,80,YES,libgcrypt@4012e9a037c5
3289,18,   pi[ row + j ] ^= d;,^,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_keypair|pk_gen,Os--rotation-max-header-size=0|O3--disable-branch-fold|Os--disable-branch-fold|O2--partial-unrolling-threshold=100|O3--unroll-force-peel-count=50|Ofast--disable-branch-fold|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Os--jump-threading-across-loop-headers|Ofast--partial-unrolling-threshold=50|Ofast--rotation-max-header-size=0|O3--rotation-max-header-size=0|Oz--x86-cmov-converter-force-all|O2--unroll-force-peel-count=50|Oz|O1--x86-cmov-converter-force-all|O2--unroll-runtime|O2--jump-threading-across-loop-headers|O3--partial-unrolling-threshold=50|Os--x86-cmov-converter-force-all|Ofast--partial-unrolling-threshold=100|O2--rotation-max-header-size=0|Ofast--unroll-force-peel-count=50|Os--unroll-force-peel-count=50|O3--jump-threading-across-loop-headers|Ofast--unroll-runtime|O3--x86-cmov-converter-force-all|Ofast--jump-threading-across-loop-headers|O1--rotation-max-header-size=0|O2--partial-unrolling-threshold=50|O3--partial-unrolling-threshold=100|O1--disable-branch-fold|O2--disable-branch-fold|O3--unroll-runtime,levels|flag1,X8664|MIPS64|RISCV,clang14|clang18,cjump|mmem,92,YES,libgcrypt@4012e9a037c5
2431,25,   pre[i][j] = (beta[i] >> j) & 1;,>,libgcrypt,mceliece6688128f.c,fft,O3--unroll-threshold=50|O2--unroll-threshold=50|O2--unroll-threshold=0|Os|O3-fno-unroll-loops|O2--unroll-full-max-count=0|O2--unroll-count=0|O2--unroll-threshold-default=50|O2--unroll-threshold-default=0|O3--unroll-full-max-count=0|O3--unroll-threshold-aggressive=50|O3--unroll-count=0|O3--unroll-threshold=0|O2-fno-unroll-loops|O3--unroll-threshold-aggressive=0,levels|flag1,X8664|AArch64,clang20,cjump,562,YES,libgcrypt@4012e9a037c5
1709,24,  L = ((N+1-L) & mask) | (L & ~mask);,|,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_dec,Ofast--sroa-skip-mem2reg|O3--sroa-skip-mem2reg,flag1,AArch64,clang18,cjump,76,YES,libgcrypt@4012e9a037c5
1708,18,  b = (d & mask) | (b & ~mask);,|,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_dec,Ofast--sroa-skip-mem2reg|O1--sroa-skip-mem2reg|Os--sroa-skip-mem2reg|O3--sroa-skip-mem2reg|Oz--sroa-skip-mem2reg|O2--sroa-skip-mem2reg,flag1,AArch64|RISCV,clang18,cjump,75,YES,libgcrypt@4012e9a037c5
189,38,  c->u_iv.iv[0] += (aadlen > 0) * 64 + M_ * 8;,+,libgcrypt,cipher-ccm.c,_gcry_cipher_ccm_set_lengths,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,375,NO,not_fixed
453,42,  ctx->input[1] = buf_get_le32(constants + 4);,+,libgcrypt,chacha20.c,chacha20_setkey,Oz--inline-memaccess-cost=100|Oz--inline-memaccess-cost=50,flag1,RISCV,clang18,cjump,66,NO,not_fixed
454,42,  ctx->input[2] = buf_get_le32(constants + 8);,+,libgcrypt,chacha20.c,chacha20_setkey,Oz--inline-memaccess-cost=100|Oz--inline-memaccess-cost=50,flag1,RISCV,clang18,cjump,67,NO,not_fixed
455,42,  ctx->input[3] = buf_get_le32(constants + 12);,+,libgcrypt,chacha20.c,chacha20_setkey,Oz--inline-memaccess-cost=100|Oz--inline-memaccess-cost=50,flag1,RISCV,clang18,cjump,68,NO,not_fixed
333,8,  l[0] |= nblocks << 8;,|,libgcrypt,gostr3411-94.c,gost3411_final,Oz,levels,RISCV|ARM,clang14,mmem|cjump,379,NO,not_fixed
461,9,  level &= 3;,&,libgcrypt,random-csprng.c,_gcry_rngcsprng_randomize,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,385,NO,not_fixed
42,18,  lo = (lo << 1) ^ (mask & 0x87);,^,libgcrypt,cipher-siv.c,_gcry_cipher_siv_authenticate|s2v_double|s2v_plaintext,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,377,YES,not_fixed
39,18,  lo = (lo << 1) ^ carry;,^,libgcrypt,cipher-xts.c,_gcry_cipher_xts_crypt|xts_gfmul_byA,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,378,YES,libgcrypt@ee5cb3833d5b
1684,26,"  mask = mask_nonzero(d) & mask_leq(L*2, N);",&,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_dec,O3--x86-cmov-converter-force-all|O3--disable-loop-level-heuristics|O1--x86-cmov-converter-force-all|Ofast|O3--mispredict-default-rate=0|Ofast--sroa-skip-mem2reg|O1|Os|Ofast--disable-loop-level-heuristics|O3|O3--sroa-skip-mem2reg|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Ofast--mispredict-default-rate=0|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,74,YES,libgcrypt@4012e9a037c5
60,15,  r = (r + r) ^ (l_0 & 135);,^,libgcrypt,cipher-ocb.c,ocb_get_L_big|_gcry_cipher_ocb_authenticate|ocb_crypt|_gcry_cipher_ocb_setkey,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,376,YES,not_fixed
434,25,  return crypto_int32_x ^ crypto_int32_z;,^,libgcrypt,mceliece6688128f.c,cbrecursion|_gcry_mceliece6688128f_keypair,O1-funroll-loops|O3-fapple-kext|O1--force-specialization|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Os--fast-isel|Ofast|O2--fast-isel|Os--unroll-partial-threshold=100|O1--fast-isel|O3--fast-isel|O2-fapple-kext|Oz--x86-cmov-converter-force-all|O2|Oz|O1--x86-cmov-converter-force-all|Os|Os--x86-cmov-converter-force-all|Ofast--fast-isel|O3--x86-cmov-converter-force-all|Oz--fast-isel|O1--rotation-max-header-size=0|O1--enable-matrix|O3|O1--disable-branch-fold|Os--unroll-partial-threshold=50|O1-fenable-matrix|Ofast-fapple-kext,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,72,YES,libgcrypt@4012e9a037c5
420,40,"  return int32_mod_uint14 (x + q12, q) - q12;",-,libgcrypt,sntrup761.c,_gcry_sntrup761_keypair|Rq_mult_small,Oz--inline-threshold=100|Ofast|O1|Os|O3|Oz--inline-call-penalty=100|O2,levels|flag1,RISCV,clang14,cjump,389,YES,libgcrypt@4e963e91dbe5
36,27,  u64 carry = -(hi >> 63) & 0x87;,&,libgcrypt,cipher-xts.c,_gcry_cipher_xts_crypt,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics,flag1,AArch64,clang18,cjump,69,YES,libgcrypt@ee5cb3833d5b
224,6,  ur += mask & m;,+,libgcrypt,sntrup761.c,Rq_mult_small|_gcry_sntrup761_keypair|int32_mod_uint14|_gcry_sntrup761_dec|Fq_recip|Hide,O2--disable-select-optimize=false|Os--fast-isel|Ofast|O2--fast-isel|O3--disable-select-optimize=false|O1--fast-isel|O3--fast-isel|Ofast--rotation-max-header-size=0|O3--rotation-max-header-size=0|O2|Oz|O3--disable-loop-level-heuristics|Os|Ofast--disable-loop-level-heuristics|Ofast--fast-isel|Ofast--disable-select-optimize=false|O1--disable-select-optimize=false|O1|O3,levels|flag1,X8664|MIPS64|MIPS32EL|AArch64|RISCV,clang14|clang18|clang20,cjump,111,YES,libgcrypt@bf7546c5028b
1715,26,  v[i] = vec_setbits((c0 >> i) & 1);,>,libgcrypt,mceliece6688128f.c,_gcry_mceliece6688128f_dec,O3--unroll-threshold=50|O2--unroll-threshold=50|O2--unroll-threshold=0|Os|O3-fno-unroll-loops|O2--unroll-full-max-count=0|O2--unroll-count=0|O2--unroll-threshold-default=50|O2--unroll-threshold-default=0|O3--unroll-full-max-count=0|O3--unroll-threshold-aggressive=50|O3--unroll-count=0|O3--unroll-threshold=0|O2-fno-unroll-loops|O3--unroll-threshold-aggressive=0,levels|flag1,X8664|AArch64,clang20,cjump,561,YES,libgcrypt@4012e9a037c5
193,5,  x += mask & (uint32_t) m;,+,libgcrypt,sntrup761.c,Rq_mult_small|_gcry_sntrup761_keypair|int32_mod_uint14|_gcry_sntrup761_dec|Fq_recip|Hide|Decode,Oz--inline-threshold=100|Ofast|O1|Os|O3|Oz--inline-call-penalty=100|Oz--inline-threshold=50|O2,levels|flag1,RISCV,clang14,cjump,388,YES,libgcrypt@bf7546c5028b
193,13,  x += mask & (uint32_t) m;,&,libgcrypt,sntrup761.c,Rq_mult_small|_gcry_sntrup761_keypair|_gcry_sntrup761_dec|Hide|Decode,O1--disable-select-optimize=false|O3--disable-loop-level-heuristics|O2--fast-isel|O3--disable-select-optimize=false|O1--fast-isel|Ofast--disable-loop-level-heuristics|O3--fast-isel|Ofast--fast-isel|Ofast--rotation-max-header-size=0|O2--disable-select-optimize=false|Ofast--disable-select-optimize=false|O3--rotation-max-header-size=0|Os--fast-isel,flag1,X8664|MIPS64|MIPS32EL|AArch64|RISCV,clang14|clang18|clang20,cjump,110,YES,libgcrypt@bf7546c5028b
150,50," cy = _gcry_mpih_sub_1(res_ptr + s2_size, s1_ptr + s2_size,",+,libgcrypt,mpi-pow.c,_gcry_mpi_powm,O2--scalar-evolution-max-arith-depth=0|O1--scalar-evolution-max-arith-depth=0|Ofast--scalar-evolution-max-arith-depth=0|O3--scalar-evolution-max-arith-depth=0,flag1,RISCV,clang18,cjump,99,YES,not_fixed
86,44, n = BITS_PER_MPI_LIMB - n + (a->nlimbs-1) * BITS_PER_MPI_LIMB;,*,libgcrypt,mpi-bit.c,_gcry_mpi_get_nbits,O3--two-entry-phi-node-folding-threshold=100|Oz--two-entry-phi-node-folding-threshold=50|Oz--two-entry-phi-node-folding-threshold=100|O1--two-entry-phi-node-folding-threshold=50|O3--two-entry-phi-node-folding-threshold=50|Ofast--two-entry-phi-node-folding-threshold=50|O2--two-entry-phi-node-folding-threshold=100|Ofast--two-entry-phi-node-folding-threshold=100|Os--two-entry-phi-node-folding-threshold=50|O1--two-entry-phi-node-folding-threshold=100|Os--two-entry-phi-node-folding-threshold=100|O2--two-entry-phi-node-folding-threshold=50,flag1,RISCV,clang14,cjump,382,NO,not_fixed
